pro_title,pro_brand,pro_model,pro_color,数量,normalized_brand,device_category,normalized_model,memory_storage,normalized_color,storage
机械革命蛟龙16Pro[非监管],OPPO,机械革命蛟龙16pro 16.0寸 R7-7745HX 16G/1TS 4070-8G 240HZ 2.5K灰,详规格备注,1,OPPO,Smartphone,Pro,未知+16GB,详规格备注,未知+16GB
iPhone16[非监管],苹果,256GB,深青色,2,Apple 苹果,Smartphone,iPhone16,未知+256GB,深青色,未知+256GB
iPhone16 ProMax[监管],苹果,512GB,白色钛金属,5,Apple 苹果,Smartphone,iPhone16 Pro,未知+512GB,白色,未知+512GB
iPhone 15[监管],苹果,256G,粉色,1,Apple 苹果,Smartphone,iPhone 15,未知+256GB,粉色,未知+256GB
iPhone16 Pro[监管],苹果,128GB,沙漠色钛金属,5,Apple 苹果,Smartphone,iPhone16 Pro,未知+128GB,金色,未知+128GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存16G 硬盘512G 显卡2060（普通机箱）,单主机,7,OPPO,Computer,i5,未知+16GB,单主机,未知+16GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存16G 硬盘512G 显卡3060（海景房机箱）,主机+显示器 27寸 2K 165HZ,13,OPPO,Computer,i5,未知+16GB,主机+显示器 27寸 2K 165HZ,未知+16GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12600KF 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,1,OPPO,Computer,i5,未知+32GB,主机+显示器 27寸 2K 165HZ,未知+32GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,4,OPPO,Computer,i5,未知+32GB,主机+显示器 27寸 2K 165HZ,未知+32GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡3060（海景房机箱）,主机+显示器 32寸 1K 144HZ,2,OPPO,Computer,i5,未知+32GB,主机+显示器 32寸 1K 144HZ,未知+32GB
iPhone16 Pro[非监管],苹果,512GB,白色钛金属,3,Apple 苹果,Smartphone,iPhone16 Pro,未知+512GB,白色,未知+512GB
iPhone 15[监管],苹果,128G,蓝色,2,Apple 苹果,Smartphone,iPhone 15,未知+128GB,蓝色,未知+128GB
iPhone 15[非监管],苹果,256G,黑色,1,Apple 苹果,Smartphone,iPhone 15,未知+256GB,黑色,未知+256GB
iPhone16 Pro[监管],苹果,256GB,白色钛金属,10,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,白色,未知+256GB
22款iPad Pro[监管],OPPO,11英寸/256G/WiFi版,详规格备注,2,OPPO,Smartphone,iPad Pro,未知+256GB,详规格备注,未知+256GB
22款iPad Pro[非监管],OPPO,11英寸/128G/WiFi版+三代苹果笔,详规格备注,2,OPPO,Smartphone,iPad Pro,未知+128GB,详规格备注,未知+128GB
iPhone16[监管],苹果,128GB,群青色,1,Apple 苹果,Smartphone,iPhone16,未知+128GB,群青色,未知+128GB
iPhone 15 Pro Max[监管],苹果,512GB,黑色钛金属,2,Apple 苹果,Smartphone,iPhone 15 Pro,未知+512GB,黑色,未知+512GB
iPhone 15[监管],苹果,128G,粉色,1,Apple 苹果,Smartphone,iPhone 15,未知+128GB,粉色,未知+128GB
iPhone 15[非监管],苹果,256G,绿色,1,Apple 苹果,Smartphone,iPhone 15,未知+256GB,绿色,未知+256GB
iPhone16 Pro[监管],苹果,128GB,原色钛金属,7,Apple 苹果,Smartphone,iPhone16 Pro,未知+128GB,金色,未知+128GB
iPhone 15[监管],苹果,256G,蓝色,3,Apple 苹果,Smartphone,iPhone 15,未知+256GB,蓝色,未知+256GB
iPhone16 ProMax[非监管],苹果,512GB,沙漠色钛金属,7,Apple 苹果,Smartphone,iPhone16 Pro,未知+512GB,金色,未知+512GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060ti（海景房机箱）,主机+显示器 32寸 1K 144HZ,2,OPPO,Computer,i5,未知+32GB,主机+显示器 32寸 1K 144HZ,未知+32GB
4060系列90天起租[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060（海景房机箱）,单主机,2,OPPO,Smartphone,i5-12400F 内存32G 硬盘1T 显卡4060（海景房机箱）,未知+32GB,单主机,未知+32GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i3-12100F 内存16G 硬盘512G 显卡3050（普通机箱）,主机+显示器 27寸 2K 165HZ,1,OPPO,Computer,i5,未知+16GB,主机+显示器 27寸 2K 165HZ,未知+16GB
酷睿i5/i7 低中高端式电脑主机[非监管],OPPO,i5-12600KF 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,单主机,1,OPPO,Computer,i5,未知+32GB,单主机,未知+32GB
iPhone 15 Pro[监管],苹果,128GB,原色钛金属,2,Apple 苹果,Smartphone,iPhone 15 Pro,未知+128GB,金色,未知+128GB
iPhone 15 Pro[监管],苹果,256G,黑色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,黑色,未知+256GB
iPhone 15 Pro Max[监管],苹果,256G,原色钛金属,3,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,金色,未知+256GB
华为 Matebook 14[非监管],华为,长租推荐/全新华为14/i5-1340P/16G/1TS集/触控2K屏灰,详规格备注,3,Huawei 华为,Computer,Matebook 14,未知+16GB,详规格备注,未知+16GB
iPhone16 Pro[监管],苹果,256GB,沙漠色钛金属,10,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,金色,未知+256GB
iPhone 15 Pro[监管],苹果,256GB,黑色钛金属,3,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,黑色,未知+256GB
iPhone16 Plus[非监管],苹果,512GB,白色,1,Apple 苹果,Smartphone,iPhone16 Plus,未知+512GB,白色,未知+512GB
iPhone 15 Pro[非监管],苹果,256G,蓝色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,蓝色,未知+256GB
iPhone16 ProMax[监管],苹果,512GB,沙漠色钛金属,5,Apple 苹果,Smartphone,iPhone16 Pro,未知+512GB,金色,未知+512GB
iPhone16[非监管],苹果,128GB,黑色,10,Apple 苹果,Smartphone,iPhone16,未知+128GB,黑色,未知+128GB
iPhone 15[非监管],苹果,256GB,粉色,3,Apple 苹果,Smartphone,iPhone 15,未知+256GB,粉色,未知+256GB
iPhone16 Pro[非监管],苹果,256GB,黑色钛金属,6,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,黑色,未知+256GB
华为Mate 70[监管],华为,12+256GB,曜石黑,1,Huawei 华为,Smartphone,Mate 70,未知+256GB,黑色,未知+256GB
vivo iQOO 13[非监管],vivo,16GB+512GB,赛道版,4,VIVO,Smartphone,vivo iQOO 13,16GB+512GB,赛道版,16GB+512GB
iPhone 16 Pro Max  【首月1元】,Apple,512GB,白色钛金属,2,Apple 苹果,Smartphone,iPhone 16 Pro,未知+512GB,白色,未知+512GB
Redmi Note 14 Pro+ 第三代骁龙7S,小米（MI）,12GB+256GB,镜瓷白,1,Xiaomi 小米,Smartphone,Redmi Note 14 Pro,12GB+256GB,白色,12GB+256GB
首月1元 iPhone 16 Pro Max 现货速发 国行正品,Apple,512GB,白色钛金属,4,Apple 苹果,Smartphone,iPhone 16 Pro,未知+512GB,白色,未知+512GB
iPhone 16 Pro Max  【首月1元】,Apple,256GB,原色钛金属,1,Apple 苹果,Smartphone,iPhone 16 Pro,未知+256GB,金色,未知+256GB
iPhone 16 Pro Max  【首月1元】,Apple,512GB,原色钛金属,2,Apple 苹果,Smartphone,iPhone 16 Pro,未知+512GB,金色,未知+512GB
联想小新14 轻薄笔记本 商务办公本,联想(Lenovo),i5-1340P/16G/512G/集显/14英寸,卷云灰,1,Lenovo 联想,Computer,i5-1340P/16G/512G/集显/14英寸,未知+16GB,灰色,未知+16GB
iPhone 16 Pro Max  【首月1元】,Apple,512GB,沙漠色钛金属,1,Apple 苹果,Smartphone,iPhone 16 Pro,未知+512GB,金色,未知+512GB
Apple Watch Series 10 橡胶表带 国行正品 智能手表,Apple,42毫米 GPS版 S/M,亮黑色铝金属表壳,1,Apple 苹果,Smartphone,Apple Watch Series 10,未知,黑色,未知
首月1元 iPhone 16 Pro Max 现货速发 国行正品,Apple,512GB,黑色钛金属,1,Apple 苹果,Smartphone,iPhone 16 Pro,未知+512GB,黑色,未知+512GB
华为 WATCH 4 Pro 智能手表 呼吸健康研究esim独立通话,华为（HUAWEI）,单品,火星钛 钛金属表带,3,Huawei 华为,Smartwatch,WATCH 4 Pro,未知,金色,未知
华为 nova 12 Pro 高清大屏长续航手机,华为（HUAWEI）,12GB+512GB,樱语白,1,Huawei 华为,Smartphone,nova 12 Pro,12GB+512GB,白色,12GB+512GB
Apple Watch Ultra 2 2024版 S9智能手表,Apple,49毫米 GPS+蜂窝网络版 M/L,黑色钛金属表壳-海洋表带-黑色,1,Apple 苹果,Smartphone,Apple Watch Ultra 2,未知,黑色,未知
iPad Air 2024款 M2芯片 Apple/苹果 新款平板电脑,Apple,11英寸128GB 无线局域网机型,星光色,1,Apple 苹果,Computer,iPad Air 2024,未知+128GB,星光色,未知+128GB
iPhone 16 Pro Max 现货速发 顺丰包邮 私域专享,Apple,512GB,白色钛金属,2,Apple 苹果,Smartphone,iPhone 16 Pro,未知+512GB,白色,未知+512GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存16G 硬盘512G 显卡3060（海景房机箱）,单主机,6,OPPO,Computer,i5,未知+16GB,单主机,未知+16GB
iPhone16 Pro[监管],苹果,256GB,黑色钛金属,3,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,黑色,未知+256GB
iPhone 15 Pro Max[非监管],苹果,256GB,黑色钛金属,4,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,黑色,未知+256GB
iPhone 15 Pro Max[监管],苹果,256G,黑色钛金属,6,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,黑色,未知+256GB
iPhone16 ProMax[监管],苹果,512GB,黑色钛金属,7,Apple 苹果,Smartphone,iPhone16 Pro,未知+512GB,黑色,未知+512GB
iPhone 15 Pro[监管],苹果,128GB,白色钛金属,4,Apple 苹果,Smartphone,iPhone 15 Pro,未知+128GB,白色,未知+128GB
华硕无畏16[非监管],OPPO,无畏16  X1605VA I9-13900H 16G/1TS集银2.5K,详规格备注,1,OPPO,Smartphone,无畏16  X1605VA I9-13900H 16G/1TS集银2.5K,未知+16GB,详规格备注,未知+16GB
iPhone 15 Pro[非监管],苹果,256GB,黑色钛金属,2,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,黑色,未知+256GB
vivo iQOO 13[非监管],vivo,12GB+256GB,传奇版,8,VIVO,Smartphone,vivo iQOO 13,12GB+256GB,传奇版,12GB+256GB
vivo iQOO 13[非监管],vivo,16GB+512GB,传奇版,13,VIVO,Smartphone,vivo iQOO 13,16GB+512GB,传奇版,16GB+512GB
vivo iQOO 13[非监管],vivo,16GB+1TB,赛道版,2,VIVO,Smartphone,vivo iQOO 13,未知+16GB,赛道版,未知+16GB
OPPO Find X8 Pro[非监管],OPPO,16+512GB,星野黑,3,OPPO,Smartphone,OPPO Find X8 Pro,未知+512GB,黑色,未知+512GB
iPhone16[非监管],苹果,256GB,白色,2,Apple 苹果,Smartphone,iPhone16,未知+256GB,白色,未知+256GB
小米15 Pro[非监管],小米,16+1TB,岩石灰,3,Xiaomi 小米,Smartphone,Pro,未知+1024GB,灰色,未知+1024GB
vivo X100s Pro[非监管],vivo,16GB+1TB,白月光,1,VIVO,Smartphone,vivo X100,未知+16GB,白色,未知+16GB
iPhone 15[监管],苹果,256G,绿色,1,Apple 苹果,Smartphone,iPhone 15,未知+256GB,绿色,未知+256GB
一加 12[非监管],一加,16+1TB,苍绿,1,OnePlus 一加,Smartphone,12,未知+1024GB,绿色,未知+1024GB
30系列短租电竞台式机[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060（海景房机箱）,主机+显示器 27寸 2K 165HZ,2,OPPO,Smartphone,i5-12400F 内存32G 硬盘1T 显卡4060（海景房机箱）,未知+32GB,主机+显示器 27寸 2K 165HZ,未知+32GB
iPhone 16 Pro Max 首月1元 非监管机 随租随还,苹果,256G,白色钛金属,18,Apple 苹果,Smartphone,iPhone 16 Pro,未知+256GB,白色,未知+256GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-10400F 内存16G 硬盘512G RTX1050ti/4G 独显（普通机箱）,主机+显示器 27寸 2K 165HZ,1,OPPO,Computer,i5,未知+16GB,主机+显示器 27寸 2K 165HZ,未知+16GB
iPhone 15 Pro[监管],苹果,128GB,黑色钛金属,2,Apple 苹果,Smartphone,iPhone 15 Pro,未知+128GB,黑色,未知+128GB
iPhone16[监管],苹果,128GB,粉色,1,Apple 苹果,Smartphone,iPhone16,未知+128GB,粉色,未知+128GB
iPhone 15 Pro[监管],苹果,512G,蓝色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+512GB,蓝色,未知+512GB
iPhone 15 Pro[非监管],苹果,256GB,原色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,金色,未知+256GB
OPPO Find X8[非监管],OPPO,12+256G,追风蓝,5,OPPO,Smartphone,OPPO Find X8,未知+256GB,蓝色,未知+256GB
iPhone16[非监管],苹果,128GB,白色,5,Apple 苹果,Smartphone,iPhone16,未知+128GB,白色,未知+128GB
OPPO Find X8[非监管],OPPO,12+256G,浮光白,11,OPPO,Smartphone,OPPO Find X8,未知+256GB,白色,未知+256GB
惠普光影精灵9[非监管],OPPO,R0102TX.I5-13450HX.16G.512G.4050-6G.黑.100%色域165Hz,详规格备注,1,OPPO,Smartphone,R0102TX.I5-13450HX.16G.512G.4050-6G.黑.100%色域165Hz,未知+104448GB,详规格备注,未知+104448GB
OPPO Find X8[非监管],OPPO,16+512G,气泡粉,3,OPPO,Smartphone,OPPO Find X8,未知+512GB,气泡粉,未知+512GB
realme真我GT6[非监管],真我,12GB+256GB,光年白,1,Realme 真我,Smartphone,realme,12GB+256GB,白色,12GB+256GB
小米15[非监管],小米,12+256G,丁香紫,5,Xiaomi 小米,Smartphone,12,未知+256GB,紫色,未知+256GB
iPhone16[监管],苹果,128GB,黑色,2,Apple 苹果,Smartphone,iPhone16,未知+128GB,黑色,未知+128GB
小米15 Pro[非监管],小米,16+512G,亮银版,21,Xiaomi 小米,Smartphone,Pro,未知+512GB,银色,未知+512GB
iPhone 15 Pro Max[非监管],苹果,512GB,白色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+512GB,白色,未知+512GB
OPPO Find X8[非监管],OPPO,12+256G,星野黑,12,OPPO,Smartphone,OPPO Find X8,未知+256GB,黑色,未知+256GB
iPhone16[非监管],苹果,256GB,黑色,3,Apple 苹果,Smartphone,iPhone16,未知+256GB,黑色,未知+256GB
小米14[非监管],小米,12+256G,黑色,12,Xiaomi 小米,Smartphone,12,未知+256GB,黑色,未知+256GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,主机+显示器 32寸 1K 144HZ,3,OPPO,Computer,i5,未知+32GB,主机+显示器 32寸 1K 144HZ,未知+32GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060 水冷（海景房机箱）,单主机,12,OPPO,Computer,i5,未知+32GB,单主机,未知+32GB
iPhone 15 Pro Max[非监管],苹果,256GB,白色钛金属,5,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,白色,未知+256GB
iPhone 15 Pro[非监管],苹果,256G,白色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,白色,未知+256GB
小米15[非监管],小米,12+256G,浅草绿,6,Xiaomi 小米,Smartphone,12,未知+256GB,绿色,未知+256GB
iPhone 15[非监管],苹果,256GB,黑色,3,Apple 苹果,Smartphone,iPhone 15,未知+256GB,黑色,未知+256GB
iPhone 15[监管],苹果,128GB,粉色,1,Apple 苹果,Smartphone,iPhone 15,未知+128GB,粉色,未知+128GB
小米15 Pro[非监管],小米,12+256G,亮银版,12,Xiaomi 小米,Smartphone,Pro,未知+256GB,银色,未知+256GB
三星Galaxy Z Flip6[非监管],三星,12GB+256GB,热爱黄,1,Samsung 三星,Smartphone,Galaxy Z Flip6,12GB+256GB,热爱黄,12GB+256GB
iPhone 15 Pro Max[监管],苹果,256GB,原色钛金属,7,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,金色,未知+256GB
vivo iQOO 13[非监管],vivo,16GB+256GB,赛道版,2,VIVO,Smartphone,vivo iQOO 13,16GB+256GB,赛道版,16GB+256GB
iPhone 15 Pro Max[非监管],苹果,256GB,原色钛金属,4,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,金色,未知+256GB
iPhone 15 Pro[监管],苹果,256GB,白色钛金属,2,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,白色,未知+256GB
华为Mate 70[监管],华为,12+256GB,云杉绿,1,Huawei 华为,Smartphone,Mate 70,未知+256GB,绿色,未知+256GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12600KF 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,主机+显示器 32寸 1K 144HZ,1,OPPO,Computer,i5,未知+32GB,主机+显示器 32寸 1K 144HZ,未知+32GB
4060系列90天起租[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,1,OPPO,Smartphone,i7-12700F 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,未知+32GB,主机+显示器 27寸 2K 165HZ,未知+32GB
酷睿i5/i7 低中高端式电脑主机[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,2,OPPO,Computer,i5,未知+32GB,主机+显示器 27寸 2K 165HZ,未知+32GB
iPhone 15 Pro Max[监管],苹果,512GB,白色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+512GB,白色,未知+512GB
iPhone16[监管],苹果,128GB,深青色,3,Apple 苹果,Smartphone,iPhone16,未知+128GB,深青色,未知+128GB
iPhone 15[非监管],苹果,128GB,蓝色,5,Apple 苹果,Smartphone,iPhone 15,未知+128GB,蓝色,未知+128GB
联想拯救者Y7000/Y7000P[非监管],OPPO,拯救者Y7000 2024  i7-13650HX 24G 512G RTX4060-8G 144HZ,详规格备注,5,OPPO,Smartphone,Y7000,24GB+512GB,详规格备注,24GB+512GB
小米14[非监管],小米,12+256G,岩石青,8,Xiaomi 小米,Smartphone,12,未知+256GB,岩石青,未知+256GB
vivo iQOO 13[非监管],vivo,16GB+512GB,曼岛,4,VIVO,Smartphone,vivo iQOO 13,16GB+512GB,曼岛,16GB+512GB
iPhone 15[监管],苹果,256GB,黑色,2,Apple 苹果,Smartphone,iPhone 15,未知+256GB,黑色,未知+256GB
iPhone16[监管],苹果,128GB,白色,4,Apple 苹果,Smartphone,iPhone16,未知+128GB,白色,未知+128GB
iPhone 15[监管],苹果,256GB,粉色,1,Apple 苹果,Smartphone,iPhone 15,未知+256GB,粉色,未知+256GB
荣耀X50 GT[非监管],荣耀,16GB+512GB,银翼战神,3,Honor 荣耀,Smartphone,X50,16GB+512GB,银色,16GB+512GB
华为nova 12[非监管],华为,256G,樱语白,1,Huawei 华为,Smartphone,nova 12,未知+256GB,白色,未知+256GB
一加 Ace 3 pro[非监管],一加,12GB+256GB,钛空镜银,2,OnePlus 一加,Smartphone,Ace 3,12GB+256GB,银色,12GB+256GB
OPPO Find X8[非监管],OPPO,12+256G,气泡粉,3,OPPO,Smartphone,OPPO Find X8,未知+256GB,气泡粉,未知+256GB
华为 Matebook 14[非监管],华为,华为14/14寸/十代 i5/8G/512G/MX250,详规格备注,3,Huawei 华为,Computer,Matebook 14,未知+8GB,详规格备注,未知+8GB
小米14[非监管],小米,12+256G,白色,11,Xiaomi 小米,Smartphone,12,未知+256GB,白色,未知+256GB
iPhone 15[非监管],苹果,128GB,黄色,1,Apple 苹果,Smartphone,iPhone 15,未知+128GB,黄色,未知+128GB
华为Pura 70[非监管],华为,12GB+512GB,雪域白,5,Huawei 华为,Smartphone,Pura 70,12GB+512GB,白色,12GB+512GB
vivo iQOO 13[非监管],vivo,12GB+256GB,曼岛,6,VIVO,Smartphone,vivo iQOO 13,12GB+256GB,曼岛,12GB+256GB
华为Pura 70[监管],华为,12GB+512GB,羽砂黑,7,Huawei 华为,Smartphone,Pura 70,12GB+512GB,黑色,12GB+512GB
OPPO Find N3 Flip,OPPO,OPPO Find N3 Flip,镜中之夜,2,OPPO,Smartphone,OPPO Find N3,未知,镜中之夜,未知
华为Pura70Pro,华为,华为 Pura 70 Pro,羽砂黑,1,Huawei 华为,Smartphone,Pura70Pro,未知,黑色,未知
vivo iQOO Neo10Pro,VIVO,vivo iQOO Neo10 Pro,驰光白,2,VIVO,Smartphone,vivo iQOO Neo10Pro,未知,白色,未知
华为mate70Pro+,华为,华为mate70Pro+,金丝银锦,3,Huawei 华为,Smartphone,mate70Pro,未知,金色,未知
vivo X200 Pro mini,VIVO,vivo X200 Pro mini,直白,2,VIVO,Smartphone,vivo X200 Pro,未知,白色,未知
OPPO reno 13,OPPO,OPPO Reno 13,午夜黑,1,OPPO,Smartphone,OPPO reno 13,未知,黑色,未知
iPhone 16,苹果,iPhone 16,群青色,3,Apple 苹果,Smartphone,iPhone 16,未知,群青色,未知
30系列短租电竞台式机[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,单主机,1,OPPO,Smartphone,i7-12700F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,未知+32GB,单主机,未知+32GB
iPhone 15 Pro[非监管],苹果,256G,黑色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,黑色,未知+256GB
小米15 Pro[非监管],小米,16+512G,白色,15,Xiaomi 小米,Smartphone,Pro,未知+512GB,白色,未知+512GB
华为Pura 70[非监管],华为,12GB+512GB,樱玫红,2,Huawei 华为,Smartphone,Pura 70,12GB+512GB,红色,12GB+512GB
22款iPad Pro[监管],OPPO,11英寸/128G/WiFi版+三代苹果笔,详规格备注,3,OPPO,Smartphone,iPad Pro,未知+128GB,详规格备注,未知+128GB
21款/24款小新Pro14[非监管],OPPO,短租优选95新/21款小新Pro14/i5/16G/512G/集显,详规格备注,3,OPPO,Smartphone,Pro14,未知+16GB,详规格备注,未知+16GB
华为 Pura 70 Pro[监管],华为,12GB+512GB,雪域白,2,Huawei 华为,Smartphone,Pura 70 Pro,12GB+512GB,白色,12GB+512GB
华为HUAWEI Pocket 2[非监管],华为,12GB+256GB,洛可可白,1,Huawei 华为,Smartphone,HUAWEI Pocket 2,12GB+256GB,白色,12GB+256GB
vivo X200 pro[非监管],vivo,16GB+512GB,白月光,6,VIVO,Smartphone,vivo X200,16GB+512GB,白色,16GB+512GB
iPhone 15 Pro[监管],苹果,128G,原色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+128GB,金色,未知+128GB
华为Mate 70[监管],华为,12+512GB,风信紫,1,Huawei 华为,Smartphone,Mate 70,未知+512GB,紫色,未知+512GB
realme真我GT7 Pro[非监管],真我,12+512GB,光域白,2,Realme 真我,Smartphone,realme,未知+512GB,白色,未知+512GB
小米15[非监管],小米,16+1T,丁香紫,1,Xiaomi 小米,Smartphone,16,未知+1024GB,紫色,未知+1024GB
OPPO Find X8[非监管],OPPO,16+256G,星野黑,4,OPPO,Smartphone,OPPO Find X8,未知+256GB,黑色,未知+256GB
