pro_title,pro_brand,pro_model,pro_color,数量,cleaned_title,standard_model
小米15 Pro[非监管],小米,16+1TB,云杉绿,2.0,小米 15 Pro,小米 15 Pro
华为Pura 70 Pro[非监管],华为,12GB+512GB,羽砂黑,1.0,华为 Pura 70 Pro,华为 Pura 70 Pro
华为HUAWEI Pura 70 Pro[监管],华为,12GB+512GB,罗兰紫,2.0,华为 Pura 70 Pro,华为 Pura 70 Pro
华为mate70Pro+,华为,华为mate70Pro+,墨韵黑,3.0,华为 Mate Mate 70 Pro+,未匹配: 华为 Mate Mate 70 Pro+
小米 15 Pro,小米,小米15 Pro,岩石灰,2.0,小米 15 Pro,小米 15 Pro
魅族21,魅族,魅族 21,无界黑,3.0,魅族21,魅族 21
Xiaomi MIX Fold4,小米,Xiaomi MIX Fold 4,黑色,1.0,小米 X Fold4,小米 X Fold 4
一加 Ace 5,一加,引力钛 16+512G,引力钛 16+512G,3.0,一加 Ace 5,一加 Ace 5
荣耀 300 Pro,荣耀,墨岩黑 12+512G,墨岩黑 12+512G,1.0,荣耀 300 Pro,荣耀 300 Pro
iPhone 15 Plus 仅激活,Apple,256G 蓝色,256G 蓝色,1.0,iPhone 15 Plus,iPhone 15 Plus
真我 Neo7,realme,潜航 16+1T,潜航 16+1T,1.0,真我 Neo7,realme 真我 Neo7
iPhone 16 Pro（准新）,Apple,沙漠色钛金属 128G,沙漠色钛金属 128G,1.0,iPhone 16 Pro,iPhone 16 Pro
vivo iQOO Neo10,vivo,拉力橙 16+256G,拉力橙 16+256G,2.0,vivo iQOO Neo10,vivo iQOO Neo 10
红米 K80 Pro,红米,雪岩白 12+512G,雪岩白 12+512G,1.0,红米 K80 Pro,未匹配: 红米 K80 Pro
红米 K80 Pro,红米,雪岩白 16+512G,雪岩白 16+512G,2.0,红米 K80 Pro,未匹配: 红米 K80 Pro
红米 K80,红米,玄夜黑 12+512G,玄夜黑 12+512G,3.0,红米 K80,未匹配: 红米 K80
iPhone 16（准新）,Apple,128G 白色,128G 白色,1.0,iPhone 16,iPhone 16
荣耀Magic7[非监管],荣耀,12+512GB,雪域白,1.0,荣耀 Magic7,荣耀 Magic7
iPhone16 Plus[监管],苹果,256GB,粉色,1.0,iPhone16 Plus,iPhone 16 Plus
vivo iQOO Neo9S Pro[非监管],vivo,12GB+256GB,格斗黑,3.0,vivo iQOO Neo9S Pro,vivo iQOO Neo 9
小米14[非监管],小米,12+256G,雪山粉,1.0,小米 14,小米 14
小米15[非监管],小米,12+512G,丁香紫,1.0,小米 15,小米 15
小米15 Pro[非监管],小米,16+1TB,亮银版,10.0,小米 15 Pro,小米 15 Pro
小米15[非监管],小米,12+256G,亮银版,1.0,小米 15,小米 15
OPPO Find X8[非监管],OPPO,12+512G,浮光白,4.0,OPPO Find X8,OPPO Find X8
小米15[非监管],小米,12+256G,白色,7.0,小米 15,小米 15
华为 Mate 60 Pro (95新),华为,公开版 南糯紫 12+512G,公开版 南糯紫 12+512G,3.0,华为 Mate 60 Pro,华为 Mate 60
真我 GT7 Pro,realme,光域白 16+512G,光域白 16+512G,1.0,真我 GT7 Pro,realme 真我 GT7 Pro
华为 Mate 70 Pro,华为,曜石黑 12+1T,曜石黑 12+1T,1.0,华为 Mate 70 Pro,未匹配: 华为 Mate 70 Pro
iPhone 15 仅激活,Apple,蓝色 128G,蓝色 128G,1.0,iPhone 15,iPhone 15
vivo iQOO Z9 Turbo+,vivo,星光白 12+256G,星光白 12+256G,2.0,vivo iQOO Z9 Turbo+,vivo iQOO
红米K70至尊版,红米,16+512G 专属版 冰璃蓝,16+512G 专属版 冰璃蓝,1.0,红米K70至尊版,红米 K70 至尊版
vivo iQOO Z9 Turbo 长续航版,vivo,曜夜黑 12+256G,曜夜黑 12+256G,3.0,vivo iQOO Z9 Turbo 长续航版,vivo iQOO
iPhone 15[监管],苹果,128GB,蓝色,4.0,iPhone 15,iPhone 15
OPPO Find X8[非监管],OPPO,16+256G,浮光白,5.0,OPPO Find X8,OPPO Find X8
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存16G 硬盘512G 显卡2060（普通机箱）,主机+显示器 27寸 2K 165HZ,8.0,酷睿i5/i7 低中高端式电脑主机,未匹配: 酷睿i5/i7 低中高端式电脑主机
真我 GT7 Pro,realme,光域白 12+512G,光域白 12+512G,1.0,真我 GT7 Pro,realme 真我 GT7 Pro
机械师 曙光16 Air 2024,机械师（MACHENIKE）,i7-13620H/16G/512G/锐炬/16英寸/120Hz 耀夜灰,i7-13620H/16G/512G/锐炬/16英寸/120Hz 耀夜灰,2.0,机械师 曙光16 Air 2024款,未匹配: 机械师 曙光16 Air 2024款
iPhone 16 Pro 仅激活,Apple,黑色钛金属 128G,黑色钛金属 128G,3.0,iPhone 16 Pro,iPhone 16 Pro
iPhone14 Pro Max (90新),Apple,标准版 256G 银色,标准版 256G 银色,1.0,iPhone14 Pro Max,iPhone 14 Pro Max
华为 Pura 70（99新）,华为,12+512G 羽砂黑,12+512G 羽砂黑,1.0,华为 Pura 70,华为 Pura 70
荣耀 Magic7 RSR 保时捷设计,荣耀,普罗旺斯紫 公开版 16+512G,普罗旺斯紫 公开版 16+512G,1.0,荣耀 Magic7 RSR 保时捷设计,荣耀 Magic7 RSR
iPhone 15 Pro[监管],苹果,256GB,原色钛金属,1.0,iPhone 15 Pro,iPhone 15 Pro
小米15[非监管],小米,16+1T,黑色,2.0,小米 15,小米 15
华为HUAWEI Pocket 2[非监管],华为,12GB+512GB,大溪地灰,1.0,华为 Pocket 2,未匹配: 华为 Pocket 2
荣耀Magic7 Pro[非监管],荣耀,16+1TB,月影灰,1.0,荣耀 Magic7 Pro,荣耀 Magic7 Pro
华为 Mate 70,华为,12+1T 租赁版 云杉绿,12+1T 租赁版 云杉绿,1.0,华为 Mate 70,未匹配: 华为 Mate 70
vivo iQOO Z9 Turbo+,vivo,月影钛 12+256G,月影钛 12+256G,1.0,vivo iQOO Z9 Turbo+,vivo iQOO
华为 Mate 70,华为,12+512G 租赁版 曜石黑,12+512G 租赁版 曜石黑,7.0,华为 Mate 70,未匹配: 华为 Mate 70
OPPO Reno13 Pro 仅激活,OPPO,蝶蝶紫 16+1T,蝶蝶紫 16+1T,2.0,OPPO Reno13 Pro,OPPO Reno 13 Pro
一加 Ace 5 Pro,一加,潜航黑 12+256G,潜航黑 12+256G,1.0,一加 Ace 5 Pro,一加 Ace 5 Pro
OPPO Find X8,OPPO,12+256G 租赁版 浮光白,12+256G 租赁版 浮光白,2.0,OPPO Find X8,OPPO Find X8
真我 Neo7,realme,星舰 12+512G,星舰 12+512G,2.0,真我 Neo7,realme 真我 Neo7
iPhone 14 Pro Max（99新）,Apple,标准版 128G 银色,标准版 128G 银色,2.0,iPhone 14 Pro Max,iPhone 14 Pro Max
红米 Turbo 4,红米,祥云白 公开版 16+256G,祥云白 公开版 16+256G,1.0,红米 Turbo 4,未匹配: 红米 Turbo 4
iPhone 14 Pro Max（99新）,Apple,深空黑色 标准版 256G,深空黑色 标准版 256G,3.0,iPhone 14 Pro Max,iPhone 14 Pro Max
vivo iQOO Neo10 Pro,vivo,驰光白 16+256G,驰光白 16+256G,2.0,vivo iQOO Neo10 Pro,vivo iQOO Neo 10Pro
vivo X Fold3,vivo,轻羽白 16+512G,轻羽白 16+512G,2.0,vivo X Fold3,vivo X Fold3
荣耀Magic7 Pro[非监管],荣耀,12+256GB,绒黑色,1.0,荣耀 Magic7 Pro,荣耀 Magic7 Pro
荣耀Magic7 Pro[非监管],荣耀,12+256GB,雪域白,2.0,荣耀 Magic7 Pro,荣耀 Magic7 Pro
iPhone16[监管],苹果,256GB,黑色,3.0,iPhone16,iPhone 16
荣耀Magic7 Pro[非监管],荣耀,12+256GB,月影灰,2.0,荣耀 Magic7 Pro,荣耀 Magic7 Pro
华为 Pura 70[非监管],华为,12GB+512GB,冰晶蓝,3.0,华为 Pura 70,华为 Pura 70
vivo iQOO Z9 Turbo[非监管],vivo,16GB+256GB,曜夜黑,1.0,vivo iQOO Z9 Turbo,vivo iQOO
荣耀 X60i,荣耀,珊瑚紫 12+256G,珊瑚紫 12+256G,1.0,荣耀 X60i,荣耀 X60i
iPhone 14 Pro Max（99新）,Apple,暗紫色 标准版 256G,暗紫色 标准版 256G,2.0,iPhone 14 Pro Max,iPhone 14 Pro Max
荣耀 Magic7 Pro,荣耀,绒黑色 12+256G,绒黑色 12+256G,1.0,荣耀 Magic7 Pro,荣耀 Magic7 Pro
Apple 99新 iPhone 15 Pro,Apple,256G,原色钛金属,1.0,Apple 99新 iPhone 15 Pro,iPhone 15 Pro Max
Apple iPhone 16 Pro,Apple,512G,黑色钛金属,8.0,Apple iPhone 16 Pro,iPhone 16 Pro
三星 三星S24 ultra,三星,12G+256G,钛灰,1.0,三星  三星 S24 ultra,三星 S24 Ultra
Apple iPhone 16,Apple,128G,粉色,1.0,Apple iPhone 16,iPhone 16
vivo iQOO 13,vivo,12+256G 赛道版,12+256G 赛道版,2.0,vivo iQOO 13,vivo iQOO 13
iPhone 15（准新）资源机,Apple,绿色 256G,绿色 256G,1.0,iPhone 15资源机,iPhone 15
4060系列90天起租[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,1.0,4060款系列90天起租,未匹配: 4060款系列90天起租
荣耀Magic7[非监管],荣耀,12+256GB,天际蓝,1.0,荣耀 Magic7,荣耀 Magic7
iPhone16 Plus[非监管],苹果,256GB,黑色,1.0,iPhone16 Plus,iPhone 16 Plus
一加Ace3[非监管],一加,12GB+256GB,星辰黑,1.0,一加 Ace3,一加 Ace 3
小米14Ultra[非监管],小米,12+256G,白色,1.0,小米 14Ultra,小米 14 Ultra
荣耀Magic7[非监管],荣耀,16+512G,天际蓝,1.0,荣耀 Magic7,荣耀 Magic7
OPPO Reno12[非监管],OPPO,12GB+256GB,柔和桃,1.0,OPPO Reno12,OPPO Reno 12
vivo X200,vivo,钛色 12+256G,钛色 12+256G,2.0,vivo X200,vivo X200
华为 Nova 13 Pro,华为,洛登绿 512G,洛登绿 512G,1.0,华为 Nova 13 Pro,未匹配: 华为 Nova 13 Pro
华为 mate 60 pro (99新),华为,雅川青 12+256G,雅川青 12+256G,1.0,华为 Mate 60 pro,华为 Mate 60
iPhone16 Pro Max 首月1元 租物活动专享,苹果,256G,原色钛金属,1.0,iPhone16 Pro Max 租物活动专享,iPhone 16 Pro Max
iPhone16 Pro Max 芝麻推广租物,苹果,256G,原色钛金属,1.0,iPhone16 Pro Max,iPhone 16 Pro Max
首月1元 iPhone 16 Pro Max 新人专享,苹果,512G,沙漠色钛金属,12.0,iPhone 16 Pro Max 新人专享,iPhone 16 Pro Max
iPhone16 Pro 芝麻推广租物,苹果,256G,原色钛金属,1.0,iPhone16 Pro,iPhone 16 Pro
鸭梨手机2,小米,64G,白色,1.0,鸭梨手机2,未匹配: 鸭梨手机2
红米 K80 Pro,红米,玄夜黑 12+512G,玄夜黑 12+512G,1.0,红米 K80 Pro,未匹配: 红米 K80 Pro
红米 K80,红米,雪岩白 16+512G,雪岩白 16+512G,2.0,红米 K80,未匹配: 红米 K80
小米 14 Ultra,小米,16+512G 租赁版 白色,16+512G 租赁版 白色,1.0,小米 14 Ultra,小米 14 Ultra
OPPO Reno13 仅激活,OPPO,蝶蝶紫 12+256G,蝶蝶紫 12+256G,1.0,OPPO Reno13,OPPO Reno 13
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060（海景房机箱）,主机+显示器 27寸 2K 165HZ,2.0,酷睿i5/i7 低中高端式电脑主机,未匹配: 酷睿i5/i7 低中高端式电脑主机
3050/3060全新电竞台式机（30天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡3060（海景房机箱）,主机+显示器 27寸 2K 165HZ,1.0,3050款/3060款全新电竞台式机,未匹配: 3050款/3060款全新电竞台式机
真我 Neo7,realme,潜航 12+256G,潜航 12+256G,1.0,真我 Neo7,realme 真我 Neo7
vivo X200 Pro,vivo,钛色 16+1T,钛色 16+1T,1.0,vivo X20 0 Pro,vivo X200 Pro
小米 15,小米,浅草绿 16+512G,浅草绿 16+512G,2.0,小米 15,小米 15
鸭梨手机2,小米,128G,白色,2.0,鸭梨手机2,未匹配: 鸭梨手机2
一加 Ace 5 Pro,一加,星穹紫 16+512G,星穹紫 16+512G,1.0,一加 Ace 5 Pro,一加 Ace 5 Pro
红米Turbo3[非监管],小米,12GB+512GB,镜瓷白,1.0,红米Turbo3,红米 Turbo 3
iPhone16 Plus[监管],苹果,512GB,群青色,1.0,iPhone16 Plus,iPhone 16 Plus
华为nova 13[非监管],华为,256GB,星耀黑,2.0,华为 nova 13,未匹配: 华为 nova 13
小米15 Pro[非监管],小米,12+256G,云杉绿,4.0,小米 15 Pro,小米 15 Pro
25款拯救者Y700三代游戏平板[非监管],OPPO,骁龙 8+Gen3 12G+256G WIFI,碳晶黑,1.0,25款拯救者Y700三代游戏平板,未匹配: 25款拯救者Y700三代游戏平板
vivo iQOO 13[非监管],vivo,16GB+1TB,曼岛,4.0,vivo iQOO 13,vivo iQOO 13
华为HUAWEI Pocket 2[监管],华为,12GB+256GB,洛可可白,1.0,华为 Pocket 2,未匹配: 华为 Pocket 2
华为 Mate 70[监管],华为,12GB+512GB,风信紫,1.0,华为 Mate 70,未匹配: 华为 Mate 70
iPhone14 Pro (90新),Apple,标准版 256G 银色,标准版 256G 银色,1.0,iPhone14 Pro,iPhone 14 Pro
iPhone 15 Plus,Apple,256G 绿色,256G 绿色,1.0,iPhone 15 Plus,iPhone 15 Plus
OPPO Find X8（全新）,OPPO,租赁版 浮光白 12+256G,租赁版 浮光白 12+256G,3.0,OPPO Find X8,OPPO Find X8
iPhone 16 Pro 仅激活,Apple,白色钛金属 128G,白色钛金属 128G,3.0,iPhone 16 Pro,iPhone 16 Pro
华为 Mate 70 RS,华为,玄黑 16+512G,玄黑 16+512G,2.0,华为 Mate 70 RS,未匹配: 华为 Mate 70 RS
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-10400F 内存16G 硬盘512G 显卡2060（普通机箱）,单主机,1.0,酷睿i5/i7 低中高端式电脑主机,未匹配: 酷睿i5/i7 低中高端式电脑主机
荣耀 Magic7 Pro,荣耀,雪域白 16+512G,雪域白 16+512G,2.0,荣耀 Magic7 Pro,荣耀 Magic7 Pro
荣耀 X60i,荣耀,8+256G 幻夜黑,8+256G 幻夜黑,1.0,荣耀 X60i,荣耀 X60i
雷神 猎刃15 2024,雷神(ThundeRobot),i7-13700HX/16G/512G/RTX4070/15.6英寸/165Hz 灰色,i7-13700HX/16G/512G/RTX4070/15.6英寸/165Hz 灰色,1.0,雷神 猎刃15 2024款,未匹配: 雷神 猎刃15 2024款
拯救者R7000/R7000P[非监管],OPPO,拯救者R7000P 2024 R7-8845H 16G 1T RTX4060灰 165HZ,详规格备注,1.0,拯救者R7000款/R7000款P,未匹配: 拯救者R7000款/R7000款P
OPPO Find X8 Pro[非监管],OPPO,12+512GB,漫步云端,1.0,OPPO Find X8 Pro,OPPO Find X8 Pro
荣耀X50 GT[非监管],荣耀,12GB+256GB,幻夜黑,2.0,荣耀 X50 GT,荣耀 X50 GT
华为HUAWEI Pura 70 Pro[非监管],华为,12GB+512GB,雪域白,5.0,华为 Pura 70 Pro,华为 Pura 70 Pro
小米 小米14 UItra,小米,16G+512G,白色,1.0,小米 14 UItra,小米 14
华为 Mate 70,华为,12+512G 租赁版 雪域白,12+512G 租赁版 雪域白,3.0,华为 Mate 70,未匹配: 华为 Mate 70
iPhone 13（95新）,Apple,标准版 星光色 128G,标准版 星光色 128G,1.0,iPhone 13,iPhone 13
3050/3060全新电竞台式机（30天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡3060 水冷（海景房机箱）,主机+显示器 32寸 1K 165HZ,1.0,3050款/3060款全新电竞台式机,未匹配: 3050款/3060款全新电竞台式机
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,2.0,酷睿i5/i7 低中高端式电脑主机,未匹配: 酷睿i5/i7 低中高端式电脑主机
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060 水冷（海景房机箱）,单主机,6.0,酷睿i5/i7 低中高端式电脑主机,未匹配: 酷睿i5/i7 低中高端式电脑主机
酷睿i5/i7 低中高端式电脑主机[非监管],OPPO,i5-13600KF 内存32G 硬盘2T 显卡4070S 水冷（海景房机箱）,单主机,3.0,酷睿i5/i7 低中高端式电脑主机,未匹配: 酷睿i5/i7 低中高端式电脑主机
iPhone 16（准新）,Apple,128G 黑色,128G 黑色,1.0,iPhone 16,iPhone 16
OPPO Find X8（全新）,OPPO,公开版 追风蓝 12+512G,公开版 追风蓝 12+512G,1.0,OPPO Find X8,OPPO Find X8
iPhone16 Pro Max 芝麻推广租物,苹果,512G,白色钛金属,5.0,iPhone16 Pro Max,iPhone 16 Pro Max
iPhone16 芝麻推广租物,苹果,128G,群青色,1.0,iPhone16,iPhone 16
iPhone 16 全新国行正品 非监管机,苹果,128G,群青色,1.0,iPhone 16 正品,iPhone 16
华为 Pura 70 Pro（99新）,华为,公开版 12+512G 羽砂黑,公开版 12+512G 羽砂黑,1.0,华为 Pura 70 Pro,华为 Pura 70 Pro
vivo iQOO 13,vivo,12+512G 传奇版,12+512G 传奇版,3.0,vivo iQOO 13,vivo iQOO 13
iPhone 15 Pro[监管],苹果,256G,原色钛金属,2.0,iPhone 15 Pro,iPhone 15 Pro
华为 Mate 70[监管],华为,12GB+512GB,曜石黑,1.0,华为 Mate 70,未匹配: 华为 Mate 70
华为HUAWEI Pura 70 Pro+[监管],华为,16GB+512GB,光织银,1.0,华为 Pura 70 Pro+,华为 Pura 70 Pro
小米15[非监管],小米,16+512G,亮银版,1.0,小米 15,小米 15
OPPO Reno12[非监管],OPPO,12GB+512GB,乌木黑,1.0,OPPO Reno12,OPPO Reno 12
OPPO Reno12[非监管],OPPO,16GB+512GB,乌木黑,1.0,OPPO Reno12,OPPO Reno 12
iPhone16 ProMax[监管],苹果,512GB,原色钛金属,2.0,iPhone16 ProMax,iPhone 16 Pro Max
华为HUAWEI Pura 70 Pro[非监管],华为,12GB+512GB,罗兰紫,1.0,华为 Pura 70 Pro,华为 Pura 70 Pro
iPhone 14 Pro Max（99新）,Apple,暗紫色 标准版 128G,暗紫色 标准版 128G,1.0,iPhone 14 Pro Max,iPhone 14 Pro Max
红米 K80 Pro,红米,山峦青 16+512G,山峦青 16+512G,1.0,红米 K80 Pro,未匹配: 红米 K80 Pro
OPPO Reno13 Pro 仅激活,OPPO,蝶蝶紫 12+512G,蝶蝶紫 12+512G,1.0,OPPO Reno13 Pro,OPPO Reno 13 Pro
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-13400F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,1.0,酷睿i5/i7 低中高端式电脑主机,未匹配: 酷睿i5/i7 低中高端式电脑主机
酷睿i5/i7 低中高端式电脑主机[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060（海景房机箱）,主机+显示器 27寸 2K 165HZ,1.0,酷睿i5/i7 低中高端式电脑主机,未匹配: 酷睿i5/i7 低中高端式电脑主机
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060 水冷（海景房机箱）,主机+显示器 32寸 1K 144HZ,2.0,酷睿i5/i7 低中高端式电脑主机,未匹配: 酷睿i5/i7 低中高端式电脑主机
酷睿i5/i7 低中高端式电脑主机[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,单主机,1.0,酷睿i5/i7 低中高端式电脑主机,未匹配: 酷睿i5/i7 低中高端式电脑主机
vivo iQOO Z9 Turbo+,vivo,曜夜黑 12+256G,曜夜黑 12+256G,1.0,vivo iQOO Z9 Turbo+,vivo iQOO
荣耀畅玩20,荣耀,128G,蓝色,1.0,荣耀 畅玩20,未匹配: 荣耀 畅玩20
联想 拯救者Y9000X 2024,联想,i9-14900HX/32G/1T/RTX4060/16英寸 冰魄白,i9-14900HX/32G/1T/RTX4060/16英寸 冰魄白,1.0,联想 拯救者Y9000款X 2024款,未匹配: 联想 拯救者Y9000款X 2024款
联想小新Pro16[非监管],OPPO,i5-13500H 16G 1T 2.5K 灰,详规格备注,1.0,联想小新Pro16,未匹配: 联想小新Pro16
红米K70Pro[非监管],小米,16+256G,晴雪,1.0,红米K70Pro,未匹配: 红米K70Pro
小米15 Pro[非监管],小米,16+512G,云杉绿,5.0,小米 15 Pro,小米 15 Pro
华为nova 13 Pro[非监管],华为,256GB,洛登绿,1.0,华为 nova 13 Pro,未匹配: 华为 nova 13 Pro
iPhone 15 Pro Max[监管],苹果,256GB,白色钛金属,5.0,iPhone 15 Pro Max,iPhone 15 Pro Max
华为 Mate 70[监管],华为,12GB+256GB,雪域白,1.0,华为 Mate 70,未匹配: 华为 Mate 70
小米15[非监管],小米,16+1T,白色,2.0,小米 15,小米 15
vivo iQOO Neo10,vivo,拉力橙 16+1T,拉力橙 16+1T,1.0,vivo iQOO Neo10,vivo iQOO Neo 10
小米 MIX Fold4,小米,16+512G 黑色,16+512G 黑色,1.0,小米 X Fold4,小米 X Fold 4
华为 mate 60 pro (99新),华为,白沙银 12+512G,白沙银 12+512G,4.0,华为 Mate 60 pro,华为 Mate 60
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060（海景房机箱）,单主机,1.0,酷睿i5/i7 低中高端式电脑主机,未匹配: 酷睿i5/i7 低中高端式电脑主机
3050/3060全新电竞台式机（30天起租）[非监管],OPPO,i5-10400F 内存16G 硬盘512G 显卡3050（普通机箱）,主机+显示器 27寸 2K 165HZ,1.0,3050款/3060款全新电竞台式机,未匹配: 3050款/3060款全新电竞台式机
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,5.0,酷睿i5/i7 低中高端式电脑主机,未匹配: 酷睿i5/i7 低中高端式电脑主机
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-13400F 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,单主机,2.0,酷睿i5/i7 低中高端式电脑主机,未匹配: 酷睿i5/i7 低中高端式电脑主机
华为 Mate 60（95新）,华为,雅川青 12+256G,雅川青 12+256G,1.0,华为 Mate 60,华为 Mate 60
iPhone 14 Pro（99新）,Apple,标准版 金色 256G,标准版 金色 256G,1.0,iPhone 14 Pro,iPhone 14 Pro
真我13 Pro+[非监管],真我,12+256GB,莫奈金,1.0,真我13 Pro+,realme 真我 13 Pro+
vivo X200[非监管],vivo,12GB+512GB,辰夜黑,1.0,vivo X200,vivo X200
华为 Pura 70[监管],华为,12GB+512GB,冰晶蓝,1.0,华为 Pura 70,华为 Pura 70
机械革命无界14Pro/14X[非监管],OPPO,机械革命无界14Pro 14.0寸 I7-13620H 16G/1TS 集 2.8K灰,详规格备注,1.0,机械革命无界14Pro/14X,未匹配: 机械革命无界14Pro/14X
iPhone 15[非监管],苹果,128GB,黑色,5.0,iPhone 15,iPhone 15
华为 mate 60 pro (99新),华为,雅丹黑 12+512G,雅丹黑 12+512G,3.0,华为 Mate 60 pro,华为 Mate 60
小米 14,小米,16+512G 租赁版 白色,16+512G 租赁版 白色,2.0,小米 14,小米 14
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-13600KF 内存32G 硬盘1T 显卡4070S 水冷（海景房机箱）,主机+显示器 32寸 1K 144HZ,1.0,酷睿i5/i7 低中高端式电脑主机,未匹配: 酷睿i5/i7 低中高端式电脑主机
vivo iQOO Neo10,vivo,拉力橙 12+512G,拉力橙 12+512G,2.0,vivo iQOO Neo10,vivo iQOO Neo 10
红米 K70（95新）,红米,公开版 墨羽 12+256G,公开版 墨羽 12+256G,1.0,红米 K70,未匹配: 红米 K70
荣耀 300 Ultra,荣耀,山茶白 12+512G,山茶白 12+512G,1.0,荣耀 300 Ultra,荣耀 300 Ultra
iPhone16 Pro[监管],苹果,512GB,白色钛金属,1.0,iPhone16 Pro,iPhone 16 Pro
华为HUAWEI Pura 70 Pro[非监管],华为,12GB+512GB,羽砂黑,2.0,华为 Pura 70 Pro,华为 Pura 70 Pro
iPhone16 Plus[非监管],苹果,256GB,白色,1.0,iPhone16 Plus,iPhone 16 Plus
vivo iQOO12[非监管],vivo,16+512G,赛道版,1.0,vivo iQOO12,vivo iQOO 12
iPhone16 Pro Max 芝麻推广租物,苹果,256G,沙漠色钛金属,3.0,iPhone16 Pro Max,iPhone 16 Pro Max
iPhone 16 Pro 首月1元,苹果,256G,沙漠色钛金属,3.0,iPhone 16 Pro,iPhone 16 Pro
iPhone 16 Pro 首月1元,苹果,512G,黑色钛金属,1.0,iPhone 16 Pro,iPhone 16 Pro
小米 15,小米,浅草绿 12+256G,浅草绿 12+256G,1.0,小米 15,小米 15
华为 Mate X6,华为,星云白 12+512G,星云白 12+512G,2.0,华为 Mate X6,未匹配: 华为 Mate X6
华为 Mate 60 Pro (95新),华为,公开版 雅川青 12+512G,公开版 雅川青 12+512G,1.0,华为 Mate 60 Pro,华为 Mate 60
Apple iPhone 16 Pro,Apple,128G,原色钛金属,1.0,Apple iPhone 16 Pro,iPhone 16 Pro
iPhone 13 Pro（90新）,Apple,标准版 128G 金色,标准版 128G 金色,1.0,iPhone 13 Pro,iPhone 13 Pro
一加 13,一加,黑曜秘境 24+1T,黑曜秘境 24+1T,1.0,一加 13,一加 13
荣耀畅玩20,荣耀,128G,原色,1.0,荣耀 畅玩20,未匹配: 荣耀 畅玩20
iPhone 16 Plus 仅激活,Apple,深青 128G,深青 128G,1.0,iPhone 16 Plus,iPhone 16 Plus
酷睿i5/i7 低中高端式电脑主机[非监管],OPPO,i5-13600KF 内存32G 硬盘2T 显卡4070S 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,1.0,酷睿i5/i7 低中高端式电脑主机,未匹配: 酷睿i5/i7 低中高端式电脑主机
酷睿i5/i7 低中高端式电脑主机[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,主机+显示器 32寸 1K 144HZ,1.0,酷睿i5/i7 低中高端式电脑主机,未匹配: 酷睿i5/i7 低中高端式电脑主机
华为MatebookD16[非监管],华为,RLEFG-16 i5-13500H 16G/1TS集,灰色,1.0,华为 MatebookD16,未匹配: 华为 MatebookD16
小米15[非监管],小米,16+512G,浅草绿,1.0,小米 15,小米 15
华为Pura 70 Ultra[非监管],华为,16GB+512GB,星芒黑,1.0,华为 Pura 70 Ultra,华为 Pura 70 Ultra
iPhone16[非监管],苹果,128GB,深青色,1.0,iPhone16,iPhone 16
OPPO Find X8[非监管],OPPO,16+512G,追风蓝,1.0,OPPO Find X8,OPPO Find X8
小米15[非监管],小米,16+512G,白色,8.0,小米 15,小米 15
荣耀 Magic7 Pro,荣耀,雪域白 12+256G,雪域白 12+256G,1.0,荣耀 Magic7 Pro,荣耀 Magic7 Pro
华为Pura70Ultra,华为,HUAWEI Pura 70 Ultra,星芒白,2.0,华为 Pura70Ultra,华为 Pura 70 Ultra
