pro_title,pro_brand,pro_model,pro_color,数量
雷神 猎刃15 2024,雷神(ThundeRobot),i7-13700HX/16G/512G/RTX4070/15.6英寸/165Hz 灰色,i7-13700HX/16G/512G/RTX4070/15.6英寸/165Hz 灰色,1
拯救者R7000/R7000P[非监管],OPPO,拯救者R7000P 2024 R7-8845H 16G 1T RTX4060灰 165HZ,详规格备注,1
OPPO Find X8 Pro[非监管],OPPO,12+512GB,漫步云端,2
荣耀X50 GT[非监管],荣耀,12GB+256GB,幻夜黑,6
华为HUAWEI Pura 70 Pro[非监管],华为,12GB+512GB,雪域白,7
小米 小米14 UItra,小米,16G+512G,白色,1
华为 Mate 70,华为,12+512G 租赁版 雪域白,12+512G 租赁版 雪域白,4
iPhone 13（95新）,Apple,标准版 星光色 128G,标准版 星光色 128G,1
3050/3060全新电竞台式机（30天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡3060 水冷（海景房机箱）,主机+显示器 32寸 1K 165HZ,1
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,2
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060 水冷（海景房机箱）,单主机,6
酷睿i5/i7 低中高端式电脑主机[非监管],OPPO,i5-13600KF 内存32G 硬盘2T 显卡4070S 水冷（海景房机箱）,单主机,5
iPhone 16（准新）,Apple,128G 黑色,128G 黑色,1
OPPO Find X8（全新）,OPPO,公开版 追风蓝 12+512G,公开版 追风蓝 12+512G,1
iPhone16 Pro Max 芝麻推广租物,苹果,512G,白色钛金属,6
iPhone16 芝麻推广租物,苹果,128G,群青色,1
iPhone 16 全新国行正品 非监管机,苹果,128G,群青色,1
华为 Pura 70 Pro（99新）,华为,公开版 12+512G 羽砂黑,公开版 12+512G 羽砂黑,1
vivo iQOO 13,vivo,12+512G 传奇版,12+512G 传奇版,5
iPhone 15 Pro[监管],苹果,256G,原色钛金属,2
华为 Mate 70[监管],华为,12GB+512GB,曜石黑,1
华为HUAWEI Pura 70 Pro+[监管],华为,16GB+512GB,光织银,1
小米15[非监管],小米,16+512G,亮银版,1
OPPO Reno12[非监管],OPPO,12GB+512GB,乌木黑,1
OPPO Reno12[非监管],OPPO,16GB+512GB,乌木黑,1
iPhone16 ProMax[监管],苹果,512GB,原色钛金属,2
华为HUAWEI Pura 70 Pro[非监管],华为,12GB+512GB,罗兰紫,2
iPhone 14 Pro Max（99新）,Apple,暗紫色 标准版 128G,暗紫色 标准版 128G,1
红米 K80 Pro,红米,山峦青 16+512G,山峦青 16+512G,3
OPPO Reno13 Pro 仅激活,OPPO,蝶蝶紫 12+512G,蝶蝶紫 12+512G,1
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-13400F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,1
酷睿i5/i7 低中高端式电脑主机[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060（海景房机箱）,主机+显示器 27寸 2K 165HZ,1
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060 水冷（海景房机箱）,主机+显示器 32寸 1K 144HZ,2
酷睿i5/i7 低中高端式电脑主机[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,单主机,1
vivo iQOO Z9 Turbo+,vivo,曜夜黑 12+256G,曜夜黑 12+256G,1
荣耀畅玩20,荣耀,128G,蓝色,1
联想 拯救者Y9000X 2024,联想,i9-14900HX/32G/1T/RTX4060/16英寸 冰魄白,i9-14900HX/32G/1T/RTX4060/16英寸 冰魄白,1
联想小新Pro16[非监管],OPPO,i5-13500H 16G 1T 2.5K 灰,详规格备注,1
红米K70Pro[非监管],小米,16+256G,晴雪,1
小米15 Pro[非监管],小米,16+512G,云杉绿,9
华为nova 13 Pro[非监管],华为,256GB,洛登绿,1
iPhone 15 Pro Max[监管],苹果,256GB,白色钛金属,12
华为 Mate 70[监管],华为,12GB+256GB,雪域白,1
小米15[非监管],小米,16+1T,白色,3
vivo iQOO Neo10,vivo,拉力橙 16+1T,拉力橙 16+1T,1
小米 MIX Fold4,小米,16+512G 黑色,16+512G 黑色,1
华为 mate 60 pro (99新),华为,白沙银 12+512G,白沙银 12+512G,4
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060（海景房机箱）,单主机,1
3050/3060全新电竞台式机（30天起租）[非监管],OPPO,i5-10400F 内存16G 硬盘512G 显卡3050（普通机箱）,主机+显示器 27寸 2K 165HZ,1
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,6
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-13400F 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,单主机,2
华为 Mate 60（95新）,华为,雅川青 12+256G,雅川青 12+256G,1
iPhone 14 Pro（99新）,Apple,标准版 金色 256G,标准版 金色 256G,1
真我13 Pro+[非监管],真我,12+256GB,莫奈金,1
vivo X200[非监管],vivo,12GB+512GB,辰夜黑,1
华为 Pura 70[监管],华为,12GB+512GB,冰晶蓝,1
机械革命无界14Pro/14X[非监管],OPPO,机械革命无界14Pro 14.0寸 I7-13620H 16G/1TS 集 2.8K灰,详规格备注,1
iPhone 15[非监管],苹果,128GB,黑色,8
华为 mate 60 pro (99新),华为,雅丹黑 12+512G,雅丹黑 12+512G,3
小米 14,小米,16+512G 租赁版 白色,16+512G 租赁版 白色,3
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-13600KF 内存32G 硬盘1T 显卡4070S 水冷（海景房机箱）,主机+显示器 32寸 1K 144HZ,1
vivo iQOO Neo10,vivo,拉力橙 12+512G,拉力橙 12+512G,2
红米 K70（95新）,红米,公开版 墨羽 12+256G,公开版 墨羽 12+256G,1
荣耀 300 Ultra,荣耀,山茶白 12+512G,山茶白 12+512G,3
iPhone16 Pro[监管],苹果,512GB,白色钛金属,1
华为HUAWEI Pura 70 Pro[非监管],华为,12GB+512GB,羽砂黑,3
iPhone16 Plus[非监管],苹果,256GB,白色,1
vivo iQOO12[非监管],vivo,16+512G,赛道版,1
iPhone16 Pro Max 芝麻推广租物,苹果,256G,沙漠色钛金属,7
iPhone 16 Pro 首月1元,苹果,256G,沙漠色钛金属,7
iPhone 16 Pro 首月1元,苹果,512G,黑色钛金属,3
小米 15,小米,浅草绿 12+256G,浅草绿 12+256G,5
华为 Mate X6,华为,星云白 12+512G,星云白 12+512G,6
华为 Mate 60 Pro (95新),华为,公开版 雅川青 12+512G,公开版 雅川青 12+512G,1
Apple iPhone 16 Pro,Apple,128G,原色钛金属,1
iPhone 13 Pro（90新）,Apple,标准版 128G 金色,标准版 128G 金色,1
一加 13,一加,黑曜秘境 24+1T,黑曜秘境 24+1T,1
荣耀畅玩20,荣耀,128G,原色,2
iPhone 16 Plus 仅激活,Apple,深青 128G,深青 128G,2
酷睿i5/i7 低中高端式电脑主机[非监管],OPPO,i5-13600KF 内存32G 硬盘2T 显卡4070S 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,2
酷睿i5/i7 低中高端式电脑主机[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,主机+显示器 32寸 1K 144HZ,1
华为MatebookD16[非监管],华为,RLEFG-16 i5-13500H 16G/1TS集,灰色,1
小米15[非监管],小米,16+512G,浅草绿,2
华为Pura 70 Ultra[非监管],华为,16GB+512GB,星芒黑,2
iPhone16[非监管],苹果,128GB,深青色,1
OPPO Find X8[非监管],OPPO,16+512G,追风蓝,3
小米15[非监管],小米,16+512G,白色,10
荣耀 Magic7 Pro,荣耀,雪域白 12+256G,雪域白 12+256G,3
华为Pura70Ultra,华为,16+512G,星芒白,1
华为mate70Pro,华为,12GB+512GB,雪域白,1
一加13,一加,16+512G,蓝调时刻,1
vivo iQOO Z9x,VIVO,8+256G,曜夜黑,2
荣耀 Magic Vs3,荣耀,荣耀Magic Vs3,绒黑色,1
一加 Ace 5 Pro,一加,16GB+512GB,潜航黑,2
vivo iQOO Z9,VIVO,12+512G,山野青,1
华为mate70Pro+,华为,华为mate70Pro+,墨韵黑,1
荣耀X60,荣耀,8+128G,海湖青,1
iPhone 16  Pro Max ,苹果,iPhone 16 Pro Max,沙漠色钛金属,2
OPPO reno 13Pro,OPPO,12GB+256GB,星光粉,1
vivo X200,VIVO,12+256G,白月光,1
红米 K80,小米,12GB+256GB,雪岩白,1
Galaxy S25 Ultra,三星,12+256G,钛辉银,1
华为mate70,华为,12GB+1TB,曜石黑,1
华为Pura70Ultra,华为,HUAWEI Pura 70 Ultra,星芒白,1
荣耀300 Pro,荣耀,16GB+512GB,星光沙,1
OPPO K12 Plus,OPPO,8+256G,雪峰白,1
红米 14C,红米,4GB+64GB,星岩黑,1
荣耀 Magic6 Pro,荣耀,12G+256G,青海湖,1
荣耀 X60i,荣耀,月影白 8+256G,月影白 8+256G,1
Galaxy S25 Ultra,三星,Galaxy S25 Ultra,钛雾灰,1
iPhone 16 仅激活,Apple,粉色 256G,粉色 256G,3
4060系列90天起租[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,1
3050/3060全新电竞台式机（30天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡3060 水冷（海景房机箱）,单主机,1
华为 Mate X6,华为,寰宇红 12+512G,寰宇红 12+512G,13
iPhone16 Plus[监管],苹果,256GB,深青色,1
华为Pura 70[非监管],华为,12GB+512GB,羽砂黑,11
vivo iQOO 13[非监管],vivo,16GB+256GB,曼岛,4
小米15[非监管],小米,12+256G,黑色,7
OPPO Find X8 Pro[非监管],OPPO,12+512GB,星野黑,1
华为HUAWEI Pura 70 Pro[监管],华为,12GB+512GB,雪域白,4
小米15[非监管],小米,16+1T,浅草绿,1
iPhone 16（准新）,Apple,白色 256G,白色 256G,1
iPhone 13 Pro（99新）,Apple,苍岭绿色 标准版 256G,苍岭绿色 标准版 256G,1
小米14 Ultra (95新),小米,16+512G 黑色,16+512G 黑色,1
真我 Neo7,realme,潜航 16+512G,潜航 16+512G,1
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,主机+显示器 32寸 1K 144HZ,2
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-13400F 内存32G 硬盘1T 显卡4070（海景房机箱）,单主机,2
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12600KF 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,单主机,1
30系列短租电竞台式机[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060ti（海景房机箱）,单主机,1
华为 Matebook 14[非监管],华为,95新/i5/8G/256G/集显办公,详规格备注,5
OPPO Find X8[非监管],OPPO,12+512G,星野黑,6
华为 Pura 70 Pro[非监管],华为,12GB+512GB,雪域白,2
MacBook Air 2020年款[非监管],苹果,MacBook Air M1/8G+256G,详规格备注,1
华为 Mate 70[非监管],华为,12GB+512GB,雪域白,3
华为 Pura 70[监管],华为,12GB+512GB,雪域白,3
OPPO Find X8[非监管],OPPO,12+512G,气泡粉,2
vivo iQOO Neo9[非监管],vivo,12+256G,航海蓝,1
MacBook Air 2024款,Apple,M3/8+10核/8G+512G 15.3英寸 银色,M3/8+10核/8G+512G 15.3英寸 银色,1
vivo X200 Pro mini,vivo,直白 16+1T,直白 16+1T,2
荣耀畅玩20,荣耀,128G,粉色,7
iPhone14 (90新),Apple,标准版 蓝色 128G,标准版 蓝色 128G,1
3050/3060全新电竞台式机（30天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,1
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡3060 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,2
华硕 ROG 游戏手机 9 Pro,华硕（Asus）,曜石黑 24+1T,曜石黑 24+1T,1
vivo iQOO Neo9S Pro[非监管],vivo,12GB+256GB,星曜白,3
荣耀Magic7 Pro[非监管],荣耀,16+512G,月影灰,3
华为 Mate 70[非监管],华为,12GB+256GB,云杉绿,2
iPhone 15 Pro[监管],苹果,128G,黑色钛金属,1
华为nova 13[非监管],华为,256GB,羽砂白,1
21款/24款小新Pro14[非监管],OPPO,长租推荐全新24款小新Pro14/R7-8845H/32G/1T/2.8K/120Hz灰,详规格备注,1
华为 Pura 70[非监管],华为,12GB+512GB,羽砂黑,2
iPhone 13（95新）,Apple,标准版 粉色 256G,标准版 粉色 256G,1
一加 Ace 5 Pro,一加,白月瓷-陶瓷特别版 16+512G,白月瓷-陶瓷特别版 16+512G,5
vivo iQOO 13,vivo,曼岛 12+512G,曼岛 12+512G,1
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存16G 硬盘512G 显卡3050（普通机箱）,主机+显示器 27寸 2K 165HZ,2
酷睿i5/i7 低中高端式电脑主机[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060 水冷（海景房机箱）,单主机,6
酷睿i5/i7 低中高端式电脑主机[非监管],OPPO,i5-13600KF 内存32G 硬盘1T 显卡4070S 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,3
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存16G 硬盘512G 显卡3060（海景房机箱）,主机+显示器 32寸 1K 144HZ,1
酷睿i5/i7 低中高端式电脑主机[非监管],OPPO,i5-13400F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,单主机,1
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-10400F 内存16G 硬盘512G 显卡2060（普通机箱）,主机+显示器 27寸 2K 165HZ,4
OPPO Reno13 仅激活,OPPO,心动白 12+512G,心动白 12+512G,2
荣耀Magic7[非监管],荣耀,12+256GB,朝霞金,2
vivo X100s Pro[非监管],vivo,16GB+512GB,辰夜黑,1
华为Pura 70 Ultra[监管],华为,16GB+512GB,星芒白,2
iPhone 16 仅激活,Apple,256G 白色,256G 白色,4
华为 Mate 60 Pro (95新),华为,公开版 雅丹黑 12+512G,公开版 雅丹黑 12+512G,1
小米 14 Ultra,小米,16+1T 租赁版 白色,16+1T 租赁版 白色,1
iPhone 15（95新）,Apple,粉色 128G,粉色 128G,1
vivo X200 Pro mini,vivo,微粉 16+1T,微粉 16+1T,1
vivo S20,vivo,凤羽金 8+256G,凤羽金 8+256G,1
OPPO Reno13 仅激活,OPPO,午夜黑 12+512G,午夜黑 12+512G,1
一加 13,一加,黑曜秘境 12+256G,黑曜秘境 12+256G,5
小米 13 Ultra（95新）,小米,黑色 12+256G,黑色 12+256G,1
小米 14,小米,12+256G 租赁版 黑色,12+256G 租赁版 黑色,2
vivo S18 Pro[非监管],vivo,12GB+256GB,青澈,1
小米15[非监管],小米,12+512G,浅草绿,1
iPhone16 Plus[监管],苹果,256GB,白色,1
荣耀Magic7[非监管],荣耀,12+256GB,绒黑色,4
OPPO Find X8 Pro[非监管],OPPO,16+512GB,漫步云端,1
OPPO Reno12[非监管],OPPO,12GB+256GB,千禧银,2
荣耀Magic7 Pro[非监管],荣耀,16+512G,绒黑色,1
华为 Mate 70,华为,雪域白 12+1T,雪域白 12+1T,2
小米 15,小米,浅草绿 16+1T,浅草绿 16+1T,1
OPPO Find X8,OPPO,16+512G 租赁版 气泡粉,16+512G 租赁版 气泡粉,1
iPhone 15 Pro Max 仅激活,Apple,原色钛金属 512G,原色钛金属 512G,1
iPhone 13（95新）,Apple,标准版 蓝色 128G,标准版 蓝色 128G,1
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5/16G/500G集显商务,主机+显示器 32寸 1K 144HZ,1
一加 Ace 5,一加,天青瓷-陶瓷特别版 16+512G,天青瓷-陶瓷特别版 16+512G,5
华为 Mate 60 Pro (95新),华为,公开版 雅川青 12+256G,公开版 雅川青 12+256G,1
OPPO Find X8[非监管],OPPO,16+1TB,浮光白,1
realme真我GT6[非监管],真我,12GB+256GB,月之暗面,1
荣耀Magic7[非监管],荣耀,12+256GB,月影灰,5
iPhone16 Plus[监管],苹果,128GB,白色,1
iPhone 15[非监管],苹果,256GB,蓝色,3
iPhone16[非监管],苹果,256GB,粉色,1
iPhone 13（95新）,Apple,标准版 128G 红色,标准版 128G 红色,1
首月1元 iPhone 16 Pro Max 新人专享 ,苹果,512G,白色钛金属,14
首月1元 iPhone 16 Pro Max 新人专享 ,苹果,256G,黑色钛金属,30
首月1元 iPhone 16 Pro Max 新人专享 ,苹果,256G,原色钛金属,20
首月1元 iPhone 16 Pro Max 新人专享 ,苹果,256G,沙漠色钛金属,22
首月1元 iPhone 16 Pro Max 老用户专享,苹果,256G,黑色钛金属,2
一加 Ace 5 Pro,一加,潜航黑 16+1T,潜航黑 16+1T,1
真我 GT7 Pro,realme,星迹钛 12+256G,星迹钛 12+256G,1
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-10400F 内存16G 硬盘512G 显卡2060（普通机箱）,主机+显示器 32寸 1K 144HZ,1
iPhone 16 Pro（准新）,Apple,沙漠色钛金属 512G,沙漠色钛金属 512G,1
vivo X200 Pro 闪充拍照全新手机 ,vivo,16GB+512GB,辰夜黑,1
小米MIX Flip 多功能大外屏 徕卡光学专业影像,小米（MI）,12GB+256GB,黑色,1
iPhone 16 Pro 【首月1元】,Apple,128GB,沙漠色钛金属,1
全新 Apple 苹果 iPad Pro 2024款 M4芯片 新款平板电脑,Apple,13英寸256GB 无线局域网机型,深空黑色,1
Apple Watch Ultra 2 2024版 S9智能手表,Apple,49毫米 GPS+蜂窝网络版 ,原色钛金属表壳-海洋表带-黑色,1
iPhone 16 Pro Max  首月1元 顺丰包邮 国行正品,Apple,256GB,黑色钛金属,1
华为 Mate 70 RS,华为,瑞红 16+1T,瑞红 16+1T,2
小米14Ultra[非监管],小米,12+256G,龙晶蓝,1
华硕天选5[非监管],OPPO,FA507 R7-8845H  16G/512 4050-6G 144H FHD灰 天选5,详规格备注,1
OPPO K12x,OPPO,8+256G,凝光绿,1
Galaxy Z Flip6,三星,12GB+256GB,青薄荷,1
vivo iQOO Neo10,VIVO,12+256G,拉力橙,1
vivo X200 Pro mini,VIVO,12+256G,微粉,1
一加13,一加,12+512G,白露晨曦,1
Xiaomi MIX Flip,小米,12GB+512GB,白色,1
一加 Ace 5 Pro,一加,16GB+1TB,白月瓷-陶瓷特别版,1
小米 15 Pro,小米,小米15 Pro,白色,2
红米 K80,小米,16GB+512GB,雪岩白,1
三星Galaxy S24 Ultra,三星,12GB+512GB,钛羽黄,1
魅族21,魅族,12+512G,无界黑,1
一加 Ace 3,一加,16+512G,星辰黑,1
vivo iQOO 13,VIVO,vivo iQOO 13,传奇版,1
vivo iQOO Neo10,VIVO,12+256G,疾影黑,2
魅族21,魅族,12+512G,魅族白,1
荣耀Magic7 Pro,荣耀,16+512G,天际蓝,1
小米 15,小米,12+512G,白色,1
荣耀300 Pro,荣耀,16GB+512GB,墨岩黑,1
华为畅享70Pro,华为,128GB,雪域白,1
一加 Ace 3,一加,16+1TB,月海蓝,1
vivo iQOO Z9 Turbo+,VIVO,16+512G,月影钛,1
红米 K80 Pro,小米,16GB+1TB,山峦青,1
一加 Ace 5 Pro,一加,16GB+256GB,潜航黑,1
iPhone 16,苹果,512G,白色,1
华为 Mate 60（95新）,华为,南糯紫 12+256G,南糯紫 12+256G,1
iPhone 13（95新）,Apple,标准版 午夜色 128G,标准版 午夜色 128G,2
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡3060（海景房机箱）,主机+显示器 32寸 1K 144HZ,2
华为 Mate 60 (99新）,华为,南糯紫 12+256G,南糯紫 12+256G,1
iPhone 14 Pro,苹果严选,128G,暗紫色,3
iPhone 14 Pro Max,苹果严选,128G,深空黑色,1
iPhone 14 Pro,苹果严选,256G,金色,1
小米15[非监管],小米,12+512GB,白色,3
真我GT Neo6[非监管],真我,12GB+256GB,灵犀紫,1
荣耀Magic7 Pro[非监管],荣耀,16+1TB,天际蓝,2
iPhone 16 Pro Max（准新）,Apple,白色钛金属 256G,白色钛金属 256G,1
iPhone 15 Pro Max（99新）,Apple,512G 黑色钛金属,512G 黑色钛金属,1
iPhone 14 Pro,苹果严选,128G,深空黑色,3
iPhone 14 Pro Max,苹果严选,128G,暗紫色,2
iPhone 14 Pro,苹果严选,256G,暗紫色,2
iPhone 15 Plus,iPhone 15,128G,黑色,1
iPhone 15 Pro,iPhone 15,256G,黑色钛金属,2
iPhone 15 Pro,iPhone 15,256G,蓝色钛金属,1
iPhone 15,iPhone 15,128G,粉色,1
iPhone 15 Pro,iPhone 15,128G,原色钛金属,1
iPhone 14 Pro,苹果严选,256G,深空黑色,1
iPhone 16 Pro 仅激活,Apple,原色钛金属 128G,原色钛金属 128G,2
iPhone 15 Pro,苹果严选,128G,白色钛金属,1
iPhone 15 Pro Max,iPhone 15,256G,白色钛金属,1
华为 Pocket 2,华为,12+1T 大溪地灰,12+1T 大溪地灰,2
三星 Galaxy S25 Ultra,三星,钛辉银 公开版 12+512G,钛辉银 公开版 12+512G,4
21款小新Pro14[非监管],OPPO,小新Pro14/i5/16G/512G/集显,详规格备注,1
华为HUAWEI Pocket 2[非监管],华为,12GB+512GB,雅黑,1
华为Pura 70[监管],华为,12GB+512GB,冰晶蓝,6
荣耀Magic7 Pro[非监管],荣耀,16+1TB,雪域白,5
vivo iQOO 13[非监管],vivo,16GB+256GB,纳多灰,2
华为 Pura 70[非监管],华为,12GB+512GB,雪域白,1
首月1元 iPhone 16 Pro Max 老用户专享,苹果,512G,黑色钛金属,3
首月1元 iPhone 16 Pro Max 新人专享 ,苹果,512G,黑色钛金属,10
iPhone 14 Pro Max（99新）,Apple,深空黑色 标准版 128G,深空黑色 标准版 128G,1
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060（海景房机箱）,主机+显示器 32寸 1K 144HZ,2
一加 Ace 5 Pro,一加,白月瓷-陶瓷特别版 16+1T,白月瓷-陶瓷特别版 16+1T,3
HUAWEI Pura 70 Ultra[监管],华为,16GB+512GB,星芒黑,1
小米15[非监管],小米,12+256GB,浅草绿,4
小米15[非监管],小米,12+512G,白色,2
荣耀200[非监管],荣耀,16GB+256GB,月影白,1
荣耀Magic V3,荣耀,苔原绿 12+256G,苔原绿 12+256G,2
三星 Galaxy S25 Ultra,三星,钛银蓝 公开版 12+256G,钛银蓝 公开版 12+256G,1
3050/3060全新电竞台式机（30天起租）[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡3060（海景房机箱）,单主机,1
3050/3060全新电竞台式机（30天起租）[非监管],OPPO,i5-13600KF 内存32G 硬盘1T    显卡4060ti  水冷 （海景房机箱）,单主机,1
iPhone 16 Pro Max,苹果,256G,原色,149
iPhone 16 Pro Max,苹果,256G,白色,9
iPhone 16 Pro Max,苹果,256G,黑色,22
iPhone 16 Plus,苹果,128G,黑色,2
华为 Mate 70[非监管],华为,12GB+512GB,云杉绿,1
iPhone 15 Pro Max[非监管],苹果,256GB,蓝色钛金属,2
vivo S19[非监管],vivo,12GB+512GB,烟雨青,1
荣耀Magic7 Pro[非监管],荣耀,16+1TB,绒黑色,2
一加 Ace 3 pro[非监管],一加,16GB+512GB,钛空镜银,7
真我GT Neo6[非监管],真我,16GB+256GB,苍野骇客,1
iPhone 16e（仅激活）,Apple,256G 黑色,256G 黑色,1
vivo X200 Pro,vivo,白月光 12+256G,白月光 12+256G,8
iPhone 15 Pro 仅激活,Apple,蓝色钛金属 128G,蓝色钛金属 128G,1
星Book14 2023款,惠普（HP）,i5-1340P/16G/1TB/锐炬Xe/14英寸 银色,i5-1340P/16G/1TB/锐炬Xe/14英寸 银色,1
